Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
iasted#Presenter_city	sigkdd#Hotel				iasted#Presenter_city -> iasted#City	sigkdd#Hotel -> sigkdd#Place			iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate, iasted#is_situated_in -> iasted#Presenter_house, iasted#is_situated_in -> iasted#Presenter_university	sigkdd#can_stay_in -> sigkdd#Person			0.77
conference#Abstract	edas#Topic				conference#Abstract -> conference#Extended_abstract -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document				conference#is_the_1th_part_of -> conference#Paper, conference#has_an_abstract -> conference#Paper, conference#has_an_abstract -> conference#Poster	edas#isTopicOf -> edas#Paper, edas#hasTopic -> edas#Paper			0.77
conference#Reviewer	edas#AcceptRating				conference#Reviewer -> conference#Person	edas#AcceptRating -> edas#ReviewRating							0.77
conference#Review	iasted#Mailing_list				conference#Review -> conference#Conference_document	iasted#Mailing_list -> iasted#Document -> iasted#Item			conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	iasted#is_designed_for -> iasted#Delegate			0.77
edas#DiningPlace	iasted#Conference_hotel				edas#DiningPlace -> edas#Place	iasted#Conference_hotel -> iasted#Building -> iasted#Place							0.77
cmt#Author	iasted#Renting				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	iasted#Renting -> iasted#Activity_before_conference -> iasted#Activity			cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	iasted#is_connected_with -> iasted#Car			0.77
edas#SessionChair	iasted#Sponsor				edas#SessionChair -> edas#Person	iasted#Sponsor -> iasted#Person			edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call	iasted#occupy -> iasted#Sponsor_state, iasted#is_occupied_by -> iasted#Sponsor_city, iasted#occupy -> iasted#Sponsor_city			0.77
edas#ReviewRating	ekaw#Possible_Reviewer					ekaw#Possible_Reviewer -> ekaw#Person	edas#WeekRejectRating, edas#AcceptRating, edas#AccpetIfRoomRating, edas#RejectRating	ekaw#PC_Member	edas#hasRating -> edas#ActivePaper	ekaw#hasReviewer -> ekaw#Paper, ekaw#reviewerOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Review			0.77
iasted#Worker_lecturer	sigkdd#Author_of_paper				iasted#Worker_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person							0.77
conference#Review_expertise	ekaw#Possible_Reviewer					ekaw#Possible_Reviewer -> ekaw#Person			conference#belongs_to_reviewers -> conference#Reviewer, conference#has_a_review_reference_or_expertise -> conference#Reviewer	ekaw#reviewWrittenBy -> ekaw#Review, ekaw#hasReviewer -> ekaw#Paper, ekaw#reviewerOfPaper -> ekaw#Paper			0.77
ekaw#Presenter	iasted#Lecture				ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	ekaw#Invited_Speaker	iasted#Plenary_lecture, iasted#Session, iasted#Tutorial					0.77
cmt#PaperAbstract	conference#Presentation				cmt#PaperAbstract -> cmt#Paper -> cmt#Document	conference#Presentation -> conference#Conference_contribution -> conference#Conference_document							0.77
cmt#Administrator	sigkdd#Program_Chair				cmt#Administrator -> cmt#User -> cmt#Person	sigkdd#Program_Chair -> sigkdd#Organizator -> sigkdd#Person							0.77
conference#Organizing_committee	iasted#Hotel_room				conference#Organizing_committee -> conference#Committee	iasted#Hotel_room -> iasted#Place			conference#was_an_organizing_committee_of -> conference#Conference_volume, conference#has_an_organizing_committee -> conference#Conference_volume	iasted#is_situated_in -> iasted#Conference_hotel, iasted#is_designed_for -> iasted#Hotel_presenter			0.77
conference#Tutorial	ekaw#Review				conference#Tutorial -> conference#Conference_part	ekaw#Review -> ekaw#Document			conference#has_tutorials -> conference#Conference_volume	ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer			0.77
edas#Conference	ekaw#Person								edas#hasRelatedDocument -> edas#Document, edas#relatesTo -> edas#Document, edas#isTopicOf -> edas#Topic	ekaw#writtenBy -> ekaw#Document, ekaw#authorOf -> ekaw#Document	edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string		0.77
conference#Co-chair	confOf#Administrator				conference#Co-chair -> conference#Committee_member -> conference#Person	confOf#Administrator -> confOf#Person							0.77
cmt#ProgramCommitteeMember	sigkdd#Author				cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	cmt#ProgramCommitteeChair	sigkdd#Author_of_paper_student, sigkdd#Author_of_paper	cmt#addProgramCommitteeMember -> cmt#Administrator, cmt#setMaxPapers -> cmt#Administrator, cmt#addedBy -> cmt#Administrator, cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper	cmt#maxPapers -> cmt#int		0.77
confOf#Working_event	edas#MealMenu				confOf#Working_event -> confOf#Event	edas#MealMenu -> edas#Document			confOf#hasAdministrativeEvent -> confOf#Administrative_event, confOf#hasTopic -> confOf#Topic	edas#hasMenu -> edas#MealEvent, edas#isMenuOf -> edas#MealEvent	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		0.77
cmt#Meta-Reviewer	ekaw#Student				cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	ekaw#Student -> ekaw#Person							0.77
iasted#Tip	sigkdd#Review				iasted#Tip -> iasted#Money	sigkdd#Review -> sigkdd#Document							0.77
edas#Review	iasted#Tip				edas#Review -> edas#Document	iasted#Tip -> iasted#Money							0.77
cmt#Author	sigkdd#Organizator				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	sigkdd#Organizator -> sigkdd#Person	cmt#Co-author, cmt#AuthorNotReviewer	sigkdd#Program_Committee_member, sigkdd#Webmaster, sigkdd#Organizing_Committee_member, sigkdd#General_Chair, sigkdd#Program_Chair					0.77
cmt#ProgramCommitteeMember	conference#Conference_applicant				cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	conference#Conference_applicant -> conference#Person	cmt#ProgramCommitteeChair	conference#Registeered_applicant			cmt#maxPapers -> cmt#int		0.77
ekaw#Web_Site	iasted#Record_of_attendance				ekaw#Web_Site -> ekaw#Document	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event	iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener, iasted#is_situated_in -> iasted#Session_room			0.769
confOf#Working_event	iasted#Coctail_reception				confOf#Working_event -> confOf#Event	iasted#Coctail_reception -> iasted#Conference_activity -> iasted#Activity			confOf#hasTopic -> confOf#Topic, confOf#hasAdministrativeEvent -> confOf#Administrative_event	iasted#is_designed_for -> iasted#Delegate	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		0.769
ekaw#Paper	iasted#Fee				ekaw#Paper -> ekaw#Document	iasted#Fee -> iasted#Money	ekaw#Submitted_Paper, ekaw#Poster_Paper, ekaw#Demo_Paper, ekaw#Workshop_Paper, ekaw#Conference_Paper, ekaw#Camera_Ready_Paper	iasted#Registration_fee					0.769
confOf#Person	iasted#Item						confOf#Author, confOf#Scholar, confOf#Participant	iasted#Publication, iasted#Document, iasted#Card	confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization	iasted#is_equipped_by -> iasted#Place, iasted#is_connected_with -> iasted#Activity, iasted#is_used_for -> iasted#Activity, iasted#go_through -> iasted#Activity	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string		0.769
ekaw#Conference_Session	iasted#Submission				ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Submission -> iasted#Document -> iasted#Item	ekaw#Industrial_Session	iasted#Final_manuscript, iasted#Initial_manuscipt	ekaw#partOfEvent -> ekaw#Conference	iasted#is_writen_by -> iasted#Speaker			0.769
cmt#ProgramCommitteeMember	edas#Programme				cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	edas#Programme -> edas#Document			cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee, cmt#addProgramCommitteeMember -> cmt#Administrator	edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	cmt#maxPapers -> cmt#int		0.769
edas#IndustryOrganization	sigkdd#Organizing_Committee_member				edas#IndustryOrganization -> edas#Organization	sigkdd#Organizing_Committee_member -> sigkdd#Organizator -> sigkdd#Person							0.769
ekaw#Evaluated_Paper	iasted#Final_manuscript				ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	iasted#Final_manuscript -> iasted#Submission -> iasted#Document -> iasted#Item							0.769
conference#Conference_proceedings	edas#ConferenceChair					edas#ConferenceChair -> edas#Person			conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher	edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string		0.769
cmt#Reviewer	conference#Active_conference_participant				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person			cmt#writtenBy -> cmt#Review, cmt#writeReview -> cmt#Review, cmt#adjustedBy -> cmt#Bid	conference#gives_presentations -> conference#Presentation, conference#is_given_by -> conference#Presentation			0.769
edas#SessionChair	iasted#Form				edas#SessionChair -> edas#Person	iasted#Form -> iasted#Document -> iasted#Item			edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call, edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper	iasted#is_given_to -> iasted#Delegate			0.769
ekaw#Review	iasted#Lecturer				ekaw#Review -> ekaw#Document	iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	ekaw#Neutral_Review, ekaw#Negative_Review, ekaw#Positive_Review	iasted#Student_lecturer, iasted#Worker_lecturer	ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer	iasted#speak_in -> iasted#Session_room			0.769
ekaw#Camera_Ready_Paper	sigkdd#Author_of_paper_student				ekaw#Camera_Ready_Paper -> ekaw#Paper -> ekaw#Document	sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			ekaw#updatedVersionOf -> ekaw#Accepted_Paper, ekaw#presentationOfPaper -> ekaw#Contributed_Talk, ekaw#writtenBy -> ekaw#Conference_Participant	sigkdd#award -> sigkdd#Best_Student_Paper_Award			0.769
cmt#ExternalReviewer	confOf#Administrator				cmt#ExternalReviewer -> cmt#Person	confOf#Administrator -> confOf#Person							0.769
confOf#Social_event	ekaw#Demo_Session				confOf#Social_event -> confOf#Event	ekaw#Demo_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event					confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string		0.769
conference#Conference_participant	confOf#Scholar				conference#Conference_participant -> conference#Person	confOf#Scholar -> confOf#Person							0.769
conference#Conference_contribution	iasted#Social_program				conference#Conference_contribution -> conference#Conference_document	iasted#Social_program -> iasted#Conference_activity -> iasted#Activity	conference#Presentation, conference#Poster, conference#Written_contribution	iasted#Dinner_banquet	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume	iasted#is_designed_for -> iasted#Delegate			0.769
ekaw#Session	iasted#Record_of_attendance				ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			ekaw#hasEvent -> ekaw#Individual_Presentation	iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener, iasted#is_situated_in -> iasted#Session_room			0.769
confOf#Chair_PC	ekaw#Workshop_Chair				confOf#Chair_PC -> confOf#Person	ekaw#Workshop_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Workshop_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person							0.769
ekaw#Assigned_Paper	sigkdd#Review				ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	sigkdd#Review -> sigkdd#Document							0.769
edas#Review	ekaw#Assigned_Paper				edas#Review -> edas#Document	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document							0.769
conference#Conference_announcement	iasted#Conference_airport				conference#Conference_announcement -> conference#Conference_document	iasted#Conference_airport -> iasted#Building -> iasted#Place							0.769
edas#SessionChair	iasted#Registration_fee				edas#SessionChair -> edas#Person	iasted#Registration_fee -> iasted#Fee -> iasted#Money			edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call, edas#isReviewedBy -> edas#Paper	iasted#is_paid_by -> iasted#Delegate, iasted#pay -> iasted#Delegate			0.769
edas#AcademicEvent	iasted#Presentation				edas#AcademicEvent -> edas#ConferenceEvent	iasted#Presentation -> iasted#Conference_activity -> iasted#Activity	edas#PaperPresentation, edas#TalkEvent, edas#Workshop, edas#OrganizationalMeeting	iasted#Video_presentation, iasted#PowerPoint_presentation					0.769
ekaw#Programme_Brochure	iasted#Form				ekaw#Programme_Brochure -> ekaw#Document	iasted#Form -> iasted#Document -> iasted#Item			ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event, ekaw#publisherOf -> ekaw#Organisation	iasted#is_given_to -> iasted#Delegate			0.769
iasted#Speaker_lecture	sigkdd#Listener				iasted#Speaker_lecture -> iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	sigkdd#Listener -> sigkdd#Person							0.769
iasted#Tip	sigkdd#Speaker				iasted#Tip -> iasted#Money	sigkdd#Speaker -> sigkdd#Person			iasted#is_paid_in -> iasted#Conference_restaurant	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document			0.768
ekaw#Conference_Paper	iasted#Conference_airport				ekaw#Conference_Paper -> ekaw#Paper -> ekaw#Document	iasted#Conference_airport -> iasted#Building -> iasted#Place							0.768
confOf#Member_PC	ekaw#OC_Chair				confOf#Member_PC -> confOf#Person	ekaw#OC_Chair -> ekaw#OC_Member -> ekaw#Conference_Participant -> ekaw#Person							0.768
conference#Reviewer	iasted#Presenter_house				conference#Reviewer -> conference#Person	iasted#Presenter_house -> iasted#Building -> iasted#Place			conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise	iasted#is_situated_in -> iasted#Presenter_state, iasted#is_situated_in -> iasted#Presenter_city			0.768
ekaw#Workshop	iasted#Session_room				ekaw#Workshop -> ekaw#Scientific_Event -> ekaw#Event	iasted#Session_room -> iasted#Place							0.768
edas#GovernmentOrganization	ekaw#Research_Institute				edas#GovernmentOrganization -> edas#Organization	ekaw#Research_Institute -> ekaw#Academic_Institution -> ekaw#Organisation							0.768
ekaw#Workshop_Paper	sigkdd#Author_of_paper				ekaw#Workshop_Paper -> ekaw#Paper -> ekaw#Document	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person							0.768
conference#Chair	iasted#Transport_vehicle				conference#Chair -> conference#Committee_member -> conference#Person	iasted#Transport_vehicle -> iasted#Item			conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	iasted#is_used_by -> iasted#Delegate			0.768
conference#Workshop	confOf#Conference				conference#Workshop -> conference#Conference_part	confOf#Conference -> confOf#Working_event -> confOf#Event							0.768
ekaw#Invited_Speaker	iasted#Listener				ekaw#Invited_Speaker -> ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	iasted#Listener -> iasted#Delegate -> iasted#Person							0.768
ekaw#Poster_Paper	iasted#Initial_manuscipt				ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document	iasted#Initial_manuscipt -> iasted#Submission -> iasted#Document -> iasted#Item							0.768
cmt#Reviewer	iasted#Hotel_fee				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	iasted#Hotel_fee -> iasted#Fee -> iasted#Money			cmt#assignReviewer -> cmt#Administrator, cmt#assignedByAdministrator -> cmt#Administrator, cmt#assignedByReviewer -> cmt#ExternalReviewer, cmt#assignExternalReviewer -> cmt#ExternalReviewer, cmt#adjustedBy -> cmt#Bid, cmt#adjustBid -> cmt#Bid	iasted#is_paid_by -> iasted#Hotel_presenter			0.768
cmt#Reviewer	iasted#Transparency				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	iasted#Transparency -> iasted#Document -> iasted#Item			cmt#assignReviewer -> cmt#Administrator, cmt#assignedByAdministrator -> cmt#Administrator, cmt#assignedByReviewer -> cmt#ExternalReviewer, cmt#assignExternalReviewer -> cmt#ExternalReviewer	iasted#is_prepared_by -> iasted#Speaker, iasted#prepare -> iasted#Author			0.768
cmt#ConferenceChair	iasted#Listener				cmt#ConferenceChair -> cmt#ConferenceMember -> cmt#Person	iasted#Listener -> iasted#Delegate -> iasted#Person							0.768
confOf#Chair_PC	ekaw#OC_Member				confOf#Chair_PC -> confOf#Person	ekaw#OC_Member -> ekaw#Conference_Participant -> ekaw#Person							0.768
ekaw#Session_Chair	iasted#Student_non_speaker				ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person	iasted#Student_non_speaker -> iasted#Non_speaker -> iasted#Delegate -> iasted#Person							0.768
conference#Conference_participant	iasted#Worker_lecturer				conference#Conference_participant -> conference#Person	iasted#Worker_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.768
ekaw#Conference_Participant	iasted#Worker_lecturer				ekaw#Conference_Participant -> ekaw#Person	iasted#Worker_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.768
cmt#Author	iasted#Presenter_house				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	iasted#Presenter_house -> iasted#Building -> iasted#Place			cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper	iasted#occupy -> iasted#Delegate, iasted#is_occupied_by -> iasted#Delegate			0.768
conference#Person	confOf#Participant					confOf#Participant -> confOf#Person	conference#Committee_member, conference#Reviewer, conference#Conference_participant, conference#Conference_contributor	confOf#Member, confOf#Student			conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	confOf#earlyRegistration -> confOf#boolean	0.768
cmt#ExternalReviewer	iasted#Presenter_city				cmt#ExternalReviewer -> cmt#Person	iasted#Presenter_city -> iasted#City			cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate, iasted#is_situated_in -> iasted#Presenter_university			0.768
conference#Conference_part	ekaw#Event						conference#Workshop, conference#Track, conference#Tutorial	ekaw#Social_Event, ekaw#Scientific_Event	conference#is_a_topis_of_conference_parts -> conference#Topic, conference#has_a_track-workshop-tutorial_topic -> conference#Topic	ekaw#topicCoveredBy -> ekaw#Research_Topic, ekaw#coversTopic -> ekaw#Research_Topic, ekaw#heldIn -> ekaw#Location, ekaw#locationOf -> ekaw#Location	conference#has_a_name -> conference#string		0.768
conference#Review	iasted#Speaker				conference#Review -> conference#Conference_document	iasted#Speaker -> iasted#Delegate -> iasted#Person			conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture, iasted#is_prepared_by -> iasted#Transparency			0.768
edas#DiningPlace	iasted#Dinner_banquet				edas#DiningPlace -> edas#Place	iasted#Dinner_banquet -> iasted#Social_program -> iasted#Conference_activity -> iasted#Activity							0.768
iasted#Hotel_presenter	sigkdd#Author_of_paper_student				iasted#Hotel_presenter -> iasted#Delegate -> iasted#Person	sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			iasted#is_paid_by -> iasted#Hotel_fee, iasted#is_designed_for -> iasted#Conference_hotel, iasted#is_designed_for -> iasted#Hotel_room	sigkdd#award -> sigkdd#Best_Student_Paper_Award			0.768
conference#Conference_document	iasted#City						conference#Conference_www, conference#Conference_announcement, conference#Conference_contribution, conference#Review	iasted#Conference_city, iasted#Presenter_city, iasted#Trip_city, iasted#Sponsor_city	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	iasted#occupy -> iasted#Person, iasted#is_visited_by -> iasted#Person, iasted#is_occupied_by -> iasted#Person	conference#has_a_date_of_issue -> conference#date		0.768
cmt#Reviewer	iasted#Record_of_attendance				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			cmt#assignReviewer -> cmt#Administrator, cmt#assignedByAdministrator -> cmt#Administrator, cmt#writtenBy -> cmt#Review	iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener			0.768
ekaw#Workshop	iasted#Building				ekaw#Workshop -> ekaw#Scientific_Event -> ekaw#Event	iasted#Building -> iasted#Place							0.768
edas#WithdrawnPaper	sigkdd#Deadline_Paper_Submission				edas#WithdrawnPaper -> edas#Paper -> edas#Document	sigkdd#Deadline_Paper_Submission -> sigkdd#Deadline							0.768
ekaw#Poster_Paper	iasted#Overhead_projector				ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document	iasted#Overhead_projector -> iasted#Audiovisual_equipment -> iasted#Item							0.768
iasted#Research	sigkdd#Review				iasted#Research -> iasted#Activity_before_conference -> iasted#Activity	sigkdd#Review -> sigkdd#Document							0.768
edas#Review	iasted#Research				edas#Review -> edas#Document	iasted#Research -> iasted#Activity_before_conference -> iasted#Activity							0.768
edas#TalkEvent	ekaw#Workshop_Session				edas#TalkEvent -> edas#AcademicEvent -> edas#ConferenceEvent	ekaw#Workshop_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event							0.768
iasted#IASTED_member	sigkdd#Registration_SIGKDD_Member				iasted#IASTED_member -> iasted#Delegate -> iasted#Person	sigkdd#Registration_SIGKDD_Member -> sigkdd#Registration_fee -> sigkdd#Fee							0.768
confOf#Administrator	edas#SessionChair				confOf#Administrator -> confOf#Person	edas#SessionChair -> edas#Person							0.768
iasted#Worker_lecturer	sigkdd#Author				iasted#Worker_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person							0.768
cmt#Author	sigkdd#Paper				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	sigkdd#Paper -> sigkdd#Document			cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	sigkdd#submit -> sigkdd#Author			0.768
cmt#ConferenceMember	iasted#Student_non_speaker				cmt#ConferenceMember -> cmt#Person	iasted#Student_non_speaker -> iasted#Non_speaker -> iasted#Delegate -> iasted#Person							0.768
edas#Reception	ekaw#Conference				edas#Reception -> edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event							0.767
ekaw#Abstract	iasted#Speaker				ekaw#Abstract -> ekaw#Document	iasted#Speaker -> iasted#Delegate -> iasted#Person	ekaw#Tutorial_Abstract, ekaw#Invited_Talk_Abstract	iasted#Reviewer, iasted#Author	ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#presentationOfPaper -> ekaw#Individual_Presentation	iasted#is_writen_by -> iasted#Submission, iasted#is_prepared_by -> iasted#Transparency, iasted#give -> iasted#Lecture			0.767
ekaw#Paper	iasted#Session				ekaw#Paper -> ekaw#Document	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	ekaw#Conference_Paper, ekaw#Workshop_Paper, ekaw#Poster_Paper, ekaw#Demo_Paper, ekaw#Industrial_Paper, ekaw#Camera_Ready_Paper	iasted#Speaker_lecture	ekaw#presentationOfPaper -> ekaw#Individual_Presentation, ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#coversTopic -> ekaw#Research_Topic, ekaw#topicCoveredBy -> ekaw#Research_Topic	iasted#is_held_in -> iasted#Session_room			0.767
edas#Presenter	iasted#Tutorial_speaker				edas#Presenter -> edas#Author	iasted#Tutorial_speaker -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.767
iasted#Presenter_city	sigkdd#Listener				iasted#Presenter_city -> iasted#City	sigkdd#Listener -> sigkdd#Person							0.767
conference#Registeered_applicant	iasted#Reviewer				conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.767
edas#DiningPlace	ekaw#Web_Site				edas#DiningPlace -> edas#Place	ekaw#Web_Site -> ekaw#Document							0.767
confOf#Poster	ekaw#Submitted_Paper				confOf#Poster -> confOf#Contribution	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document							0.767
